Address,Blank,City,County Name,HCAHPS Answer Description,HCAHPS Answer Percent Footnote,HCAHPS Answer Percent,HCAHPS Measure ID,HCAHPS Question,Hospital Name,Latitude,Location,Longitude,Measure End Date,Measure Start Date,Number of Completed Surveys Footnote,Number of Completed Surveys,Number of Records,Patient Survey Star Rating Footnote,Patient Survey Star Rating,Phone Number,Provider ID,State,Survey Response Rate Percent Footnote,Survey Response Rate Percent,ZIP Code
2333 BUCHANAN STREET,  ,SAN FRANCISCO,SAN FRANCISCO,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,37.791188,"2333 BUCHANAN STREETSAN FRANCISCO, CA",-122.43096,3/31/2017,4/1/2016,,1963,1,,2,4.16E+09,50047,CA,,0.28,94115
601 DUBOCE AVE,  ,SAN FRANCISCO,SAN FRANCISCO,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,37.769118,"601 DUBOCE AVESAN FRANCISCO, CA",-122.434656,3/31/2017,4/1/2016,,748,1,,2,4.16E+09,50008,CA,,0.26,94117
500 W HOSPITAL ROAD,  ,FRENCH CAMP,SAN JOAQUIN,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,SAN JOAQUIN GENERAL HOSPITAL,37.886492,"500 W HOSPITAL ROADFRENCH CAMP, CA",-121.282061,3/31/2017,4/1/2016,,324,1,,2,2094686000,50167,CA,,0.12,95231
1777 WEST YOSEMITE AVE,  ,MANTECA,SAN JOAQUIN,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,KAISER FOUNDATION HOSPITAL MANTECA,37.797371,"1777 WEST YOSEMITE AVEMANTECA, CA",-121.246183,3/31/2017,4/1/2016,,2041,1,,2,2098253700,50748,CA,,0.24,95337
222 W 39TH AVE,  ,SAN MATEO,SAN MATEO,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,SAN MATEO MEDICAL CENTER,37.530116,"222 W 39TH AVESAN MATEO, CA",-122.299406,3/31/2017,4/1/2016,,278,1,,2,6.51E+09,50113,CA,,0.16,94403
9400 NO NAME UNO,  ,GILROY,SANTA CLARA,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,SAINT LOUISE REGIONAL HOSPITAL,37.03511,"9400 NO NAME UNOGILROY, CA",-121.573038,3/31/2017,4/1/2016,,296,1,,2,4.09E+09,50688,CA,,0.22,95020
225 N JACKSON AVENUE,  ,SAN JOSE,SANTA CLARA,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,REGIONAL MEDICAL CENTER OF SAN JOSE,37.363787,"225 N JACKSON AVENUESAN JOSE, CA",-121.848823,3/31/2017,4/1/2016,,1683,1,,2,4.08E+09,50125,CA,,0.18,95116
751 SOUTH BASCOM AVENUE,  ,SAN JOSE,SANTA CLARA,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,SANTA CLARA VALLEY MEDICAL CENTER,37.313774,"751 SOUTH BASCOM AVENUESAN JOSE, CA",-121.931899,3/31/2017,4/1/2016,,483,1,,2,4.09E+09,50038,CA,,0.29,95128
2105 FOREST AVENUE,  ,SAN JOSE,SANTA CLARA,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,O'CONNOR HOSPITAL,37.327054,"2105 FOREST AVENUESAN JOSE, CA",-121.937154,3/31/2017,4/1/2016,,825,1,,2,4.09E+09,50153,CA,,0.25,95128
1100 BUTTE ST,  ,REDDING,SHASTA,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,SHASTA REGIONAL MEDICAL CENTER,40.585273,"1100 BUTTE STREDDING, CA",-122.38685,3/31/2017,4/1/2016,,440,1,,2,5.30E+09,50764,CA,,0.31,96001
2975 N SYCAMORE DR,  ,SIMI VALLEY,VENTURA,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,ADVENTIST HEALTH SIMI VALLEY,34.288837,"2975 N SYCAMORE DRSIMI VALLEY, CA",-118.74396,3/31/2017,4/1/2016,,606,1,,2,8.06E+09,50236,CA,,0.25,93065
300 HILLMONT AVENUE,  ,VENTURA,VENTURA,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,VENTURA COUNTY MEDICAL CENTER,34.279055,"300 HILLMONT AVENUEVENTURA, CA",-119.254355,3/31/2017,4/1/2016,,337,1,,2,8.06E+09,50159,CA,,0.17,93003
2450 ASHBY AVENUE,  ,BERKELEY,ALAMEDA,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,37.856488,"2450 ASHBY AVENUEBERKELEY, CA",-122.257329,3/31/2017,4/1/2016,,1321,1,,2,5.10E+09,50305,CA,,0.2,94705
27200 CALAROGA AVE,  ,HAYWARD,ALAMEDA,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,ST ROSE HOSPITAL,37.63291,"27200 CALAROGA AVEHAYWARD, CA",-122.089742,3/31/2017,4/1/2016,,614,1,,2,5.11E+09,50002,CA,,0.22,94545
13855 E 14TH STREET,  ,SAN LEANDRO,ALAMEDA,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SAN LEANDRO HOSPITAL,37.714632,"13855 E 14TH STREETSAN LEANDRO, CA",-122.141973,3/31/2017,4/1/2016,,332,1,,2,5.10E+09,50773,CA,,0.17,94578
5974 PENTZ ROAD,  ,PARADISE,BUTTE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,FEATHER RIVER HOSPITAL,39.756161,"5974 PENTZ ROADPARADISE, CA",-121.572305,3/31/2017,4/1/2016,,693,1,,2,5.31E+09,50225,CA,,0.27,95969
3901 LONE TREE WAY,  ,ANTIOCH,CONTRA COSTA,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SUTTER DELTA MEDICAL CENTER,37.982295,"3901 LONE TREE WAYANTIOCH, CA",-121.804681,3/31/2017,4/1/2016,,563,1,,2,9.26E+09,50523,CA,,0.16,94509
1303 E HERNDON AVE,  ,FRESNO,FRESNO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SAINT AGNES MEDICAL CENTER,36.837102,"1303 E HERNDON AVEFRESNO, CA",-119.765878,3/31/2017,4/1/2016,,1888,1,,2,5.59E+09,50093,CA,,0.22,93710
2700 DOLBEER ST,  ,EUREKA,HUMBOLDT,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,ST JOSEPH HOSPITAL,40.783103,"2700 DOLBEER STEUREKA, CA",-124.142039,3/31/2017,4/1/2016,,840,1,,2,7.07E+09,50006,CA,,0.33,95501
1415 ROSS AVENUE,  ,EL CENTRO,IMPERIAL,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,EL CENTRO REGIONAL MEDICAL CENTER,32.781498,"1415 ROSS AVENUEEL CENTRO, CA",-115.56862,3/31/2017,4/1/2016,,434,1,,2,7.60E+09,50045,CA,,0.13,92243
420 34TH ST,  ,BAKERSFIELD,KERN,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,BAKERSFIELD MEMORIAL HOSPITAL,35.390474,"420 34TH STBAKERSFIELD, CA",-119.006836,3/31/2017,4/1/2016,,1019,1,,2,6.61E+09,50036,CA,,0.17,93301
2215 TRUXTUN AVENUE,  ,BAKERSFIELD,KERN,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,MERCY HOSPITAL,35.373323,"2215 TRUXTUN AVENUEBAKERSFIELD, CA",-119.027386,3/31/2017,4/1/2016,,1103,1,,2,6.62E+09,50295,CA,,0.15,93301
210 W  SAN BERNARDINO ROAD,  ,COVINA,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,34.089947,"210 W SAN BERNARDINO ROADCOVINA, CA",-117.893666,3/31/2017,4/1/2016,,932,1,,2,6.27E+09,50382,CA,,0.22,91723
11500 BROOKSHIRE AVENUE,  ,DOWNEY,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,PIH HOSPITAL - DOWNEY,33.935397,"11500 BROOKSHIRE AVENUEDOWNEY, CA",-118.131837,3/31/2017,4/1/2016,,601,1,,2,5.27E+09,50393,CA,,0.15,90241
1812 VERDUGO BLVD,  ,GLENDALE,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,USC VERDUGO HILLS HOSPITAL,34.205614,"1812 VERDUGO BLVDGLENDALE, CA",-118.216048,3/31/2017,4/1/2016,,380,1,,2,8.19E+09,50124,CA,,0.25,91209
2776 PACIFIC AVENUE,  ,LONG BEACH,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,COLLEGE MEDICAL CENTER,33.807201,"2776 PACIFIC AVENUELONG BEACH, CA",-118.193721,3/31/2017,4/1/2016,,127,1,,2,5.63E+09,50776,CA,,0.1,90806
1050 LINDEN AVE,  ,LONG BEACH,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,ST MARY MEDICAL CENTER,33.779901,"1050 LINDEN AVELONG BEACH, CA",-118.186685,3/31/2017,4/1/2016,,866,1,,2,5.62E+09,50191,CA,,0.11,90813
531 W COLLEGE ST,  ,LOS ANGELES,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,PACIFIC ALLIANCE MEDICAL CENTER,34.064627,"531 W COLLEGE STLOS ANGELES, CA",-118.239249,3/31/2017,4/1/2016,,474,1,,2,2136248411,50018,CA,,0.11,90012
2131 W 3RD ST,  ,LOS ANGELES,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SAINT VINCENT MEDICAL CENTER,34.06319,"2131 W 3RD STLOS ANGELES, CA",-118.273665,3/31/2017,4/1/2016,,671,1,,2,2134847111,50502,CA,,0.19,90057
309 W BEVERLY BLVD,  ,MONTEBELLO,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,BEVERLY HOSPITAL,34.016032,"309 W BEVERLY BLVDMONTEBELLO, CA",-118.100526,3/31/2017,4/1/2016,,933,1,,2,3.24E+09,50350,CA,,0.15,90640
18300 ROSCOE BLVD,  ,NORTHRIDGE,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,NORTHRIDGE HOSPITAL MEDICAL CENTER,34.220789,"18300 ROSCOE BLVDNORTHRIDGE, CA",-118.533216,3/31/2017,4/1/2016,,1133,1,,2,8.19E+09,50116,CA,,0.19,91325
38600 MEDICAL CENTER DRIVE,  ,PALMDALE,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,PALMDALE REGIONAL MEDICAL CENTER,34.585649,"38600 MEDICAL CENTER DRIVEPALMDALE, CA",-118.143668,3/31/2017,4/1/2016,,972,1,,2,6.61E+09,50204,CA,,0.23,93552
14850 ROSCOE BLVD,  ,PANORAMA CITY,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,MISSION COMMUNITY HOSPITAL,34.221494,"14850 ROSCOE BLVDPANORAMA CITY, CA",-118.456802,3/31/2017,4/1/2016,,250,1,,2,8.19E+09,50704,CA,,0.13,91402
1798 N GAREY AVE,  ,POMONA,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,POMONA VALLEY HOSPITAL MEDICAL CENTER,34.077639,"1798 N GAREY AVEPOMONA, CA",-117.752329,3/31/2017,4/1/2016,,1370,1,,2,9.10E+09,50231,CA,,0.2,91767
1350 W COVINA BLVD,  ,SAN DIMAS,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SAN DIMAS COMMUNITY HOSPITAL,34.099423,"1350 W COVINA BLVDSAN DIMAS, CA",-117.835006,3/31/2017,4/1/2016,,362,1,,2,9.10E+09,50588,CA,,0.2,91773
7300 MEDICAL CENTER DR,  ,WEST HILLS,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,WEST HILLS HOSPITAL & MEDICAL CENTER,34.202931,"7300 MEDICAL CENTER DRWEST HILLS, CA",-118.628598,3/31/2017,4/1/2016,,1057,1,,2,8.19E+09,50481,CA,,0.18,91307
700 RIVER DR,  ,FORT BRAGG,MENDOCINO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,MENDOCINO COAST DISTRICT HOSPITAL,39.432613,"700 RIVER DRFORT BRAGG, CA",-123.800797,3/31/2017,4/1/2016,,196,1,,2,7.08E+09,51325,CA,,0.28,95437
520 WEST I ST,  ,LOS BANOS,MERCED,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,MEMORIAL HOSPITAL LOS BANOS,37.063431,"520 WEST I STLOS BANOS, CA",-120.859407,3/31/2017,4/1/2016,,201,1,,2,2098260591,50528,CA,,0.15,93635
1025 S ANAHEIM BLVD,  ,ANAHEIM,ORANGE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,ANAHEIM GLOBAL MEDICAL CENTER,33.820566,"1025 S ANAHEIM BLVDANAHEIM, CA",-117.909002,3/31/2017,4/1/2016,,384,1,,2,7.15E+09,50744,CA,,0.24,92805
12601 GARDEN GROVE BLVD,  ,GARDEN GROVE,ORANGE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,GARDEN GROVE HOSPITAL & MEDICAL CENTER,33.774471,"12601 GARDEN GROVE BLVDGARDEN GROVE, CA",-117.913645,3/31/2017,4/1/2016,,422,1,,2,7.15E+09,50230,CA,,0.2,92843
7901 WALKER STREET,  ,LA PALMA,ORANGE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,LA PALMA INTERCOMMUNITY HOSPITAL,33.847397,"7901 WALKER STREETLA PALMA, CA",-118.037247,3/31/2017,4/1/2016,,338,1,,2,7.15E+09,50580,CA,,0.19,90623
2601 E CHAPMAN AVE,  ,ORANGE,ORANGE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,CHAPMAN GLOBAL MEDICAL CENTER,33.787878,"2601 E CHAPMAN AVEORANGE, CA",-117.827058,3/31/2017,4/1/2016,,168,1,,2,7.15E+09,50745,CA,,0.18,92869
1301 N ROSE DRIVE,  ,PLACENTIA,ORANGE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,PLACENTIA LINDA HOSPITAL,33.886612,"1301 N ROSE DRIVEPLACENTIA, CA",-117.842096,3/31/2017,4/1/2016,,418,1,,2,7.15E+09,50589,CA,,0.26,92870
800 SOUTH MAIN STREET,  ,CORONA,RIVERSIDE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,CORONA REGIONAL MEDICAL CENTER,33.873327,"800 SOUTH MAIN STREETCORONA, CA",-117.566768,3/31/2017,4/1/2016,,681,1,,2,9.52E+09,50329,CA,,0.19,92882
25500 MEDICAL CENTER DRIVE,  ,MURRIETA,RIVERSIDE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SOUTHWEST HEALTHCARE SYSTEM,33.557832,"25500 MEDICAL CENTER DRIVEMURRIETA, CA",-117.184346,3/31/2017,4/1/2016,,1702,1,,2,9.52E+09,50701,CA,,0.2,92562
4445 MAGNOLIA AVENUE,  ,RIVERSIDE,RIVERSIDE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,RIVERSIDE COMMUNITY HOSPITAL,33.975701,"4445 MAGNOLIA AVENUERIVERSIDE, CA",-117.380349,3/31/2017,4/1/2016,,3452,1,,2,9.52E+09,50022,CA,,0.22,92501
7500 HOSPITAL DRIVE,  ,SACRAMENTO,SACRAMENTO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,METHODIST HOSPITAL OF SACRAMENTO,38.464232,"7500 HOSPITAL DRIVESACRAMENTO, CA",-121.416477,3/31/2017,4/1/2016,,1181,1,,2,9.16E+09,50590,CA,,0.18,95823
820 E MOUNTAIN VIEW STREET,  ,BARSTOW,SAN BERNARDINO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,BARSTOW COMMUNITY HOSPITAL,34.893696,"820 E MOUNTAIN VIEW STREETBARSTOW, CA",-117.0166,3/31/2017,4/1/2016,,418,1,,2,7.60E+09,50298,CA,,0.24,92311
400 NORTH PEPPER AVENUE,  ,COLTON,SAN BERNARDINO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,ARROWHEAD REGIONAL MEDICAL CENTER,34.072884,"400 NORTH PEPPER AVENUECOLTON, CA",-117.352833,3/31/2017,4/1/2016,,1039,1,,2,9.10E+09,50245,CA,,0.1,92324
5000 SAN BERNARDINO ST,  ,MONTCLAIR,SAN BERNARDINO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,MONTCLAIR HOSPITAL MEDICAL CENTER,34.077662,"5000 SAN BERNARDINO STMONTCLAIR, CA",-117.696098,3/31/2017,4/1/2016,,454,1,,2,9.10E+09,50758,CA,,0.22,91763
2101 N WATERMAN AVE,  ,SAN BERNARDINO,SAN BERNARDINO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,ST BERNARDINE MEDICAL CENTER,34.134062,"2101 N WATERMAN AVESAN BERNARDINO, CA",-117.27876,3/31/2017,4/1/2016,,1040,1,,2,9.10E+09,50129,CA,,0.17,92404
1805 MEDICAL CENTER DRIVE,  ,SAN BERNARDINO,SAN BERNARDINO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,COMMUNITY HOSPITAL OF SAN BERNARDINO,34.131266,"1805 MEDICAL CENTER DRIVESAN BERNARDINO, CA",-117.322558,3/31/2017,4/1/2016,,395,1,,2,9.10E+09,50089,CA,,0.09,92411
4002 VISTA WAY,  ,OCEANSIDE,SAN DIEGO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,TRI-CITY MEDICAL CENTER,33.183783,"4002 VISTA WAYOCEANSIDE, CA",-117.290918,3/31/2017,4/1/2016,,442,1,,2,7.61E+09,50128,CA,,0.23,92056
6655 ALVARADO ROAD,  ,SAN DIEGO,SAN DIEGO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,ALVARADO HOSPITAL MEDICAL CENTER,32.777136,"6655 ALVARADO ROADSAN DIEGO, CA",-117.056602,3/31/2017,4/1/2016,,514,1,,2,6.19E+09,50757,CA,,0.24,92120
845 JACKSON ST,  ,SAN FRANCISCO,SAN FRANCISCO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,CHINESE HOSPITAL,37.795695,"845 JACKSON STSAN FRANCISCO, CA",-122.40925,3/31/2017,4/1/2016,,271,1,,2,4.16E+09,50407,CA,,0.23,94133
500 W HOSPITAL ROAD,  ,FRENCH CAMP,SAN JOAQUIN,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SAN JOAQUIN GENERAL HOSPITAL,37.886492,"500 W HOSPITAL ROADFRENCH CAMP, CA",-121.282061,3/31/2017,4/1/2016,,324,1,,2,2094686000,50167,CA,,0.12,95231
975 S FAIRMONT AVENUE,  ,LODI,SAN JOAQUIN,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,LODI MEMORIAL HOSPITAL,38.121634,"975 S FAIRMONT AVENUELODI, CA",-121.285787,3/31/2017,4/1/2016,,566,1,,2,2093343411,50336,CA,,0.23,95240
1800 N CALIFORNIA ST,  ,STOCKTON,SAN JOAQUIN,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,37.970737,"1800 N CALIFORNIA STSTOCKTON, CA",-121.289251,3/31/2017,4/1/2016,,1280,1,,2,2099432000,50084,CA,,0.17,95204
525 WEST ACACIA STREET,  ,STOCKTON,SAN JOAQUIN,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,DAMERON HOSPITAL,37.961201,"525 WEST ACACIA STREETSTOCKTON, CA",-121.300691,3/31/2017,4/1/2016,,564,1,,2,2099445550,50122,CA,,0.22,95203
1900 SULLIVAN AVENUE,  ,DALY CITY,SAN MATEO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SETON MEDICAL CENTER,37.680315,"1900 SULLIVAN AVENUEDALY CITY, CA",-122.47291,3/31/2017,4/1/2016,,511,1,,2,6.51E+09,50289,CA,,0.27,94015
"2175 ROSALINE AVE, CLAIRMONT HGTS",  ,REDDING,SHASTA,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,MERCY MEDICAL CENTER REDDING,,"2175 ROSALINE AVE, CLAIRMONT HGTSREDDING, CA",,3/31/2017,4/1/2016,,1213,1,,2,5.30E+09,50280,CA,,0.23,96001
1100 BUTTE ST,  ,REDDING,SHASTA,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SHASTA REGIONAL MEDICAL CENTER,40.585273,"1100 BUTTE STREDDING, CA",-122.38685,3/31/2017,4/1/2016,,440,1,,2,5.30E+09,50764,CA,,0.31,96001
300 HOSPITAL DR,  ,VALLEJO,SOLANO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SUTTER SOLANO MEDICAL CENTER,38.130893,"300 HOSPITAL DRVALLEJO, CA",-122.238105,3/31/2017,4/1/2016,,407,1,,2,7.08E+09,50101,CA,,0.19,94589
400 N MCDOWELL BLVD,  ,PETALUMA,SONOMA,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,PETALUMA VALLEY HOSPITAL,38.253183,"400 N MCDOWELL BLVDPETALUMA, CA",-122.63286,3/31/2017,4/1/2016,,394,1,,2,7.08E+09,50136,CA,,0.36,94954
1700 COFFEE RD,  ,MODESTO,STANISLAUS,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,MEMORIAL MEDICAL CENTER,37.668701,"1700 COFFEE RDMODESTO, CA",-120.975674,3/31/2017,4/1/2016,,1790,1,,2,2095264500,50557,CA,,0.22,95355
2975 N SYCAMORE DR,  ,SIMI VALLEY,VENTURA,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,ADVENTIST HEALTH SIMI VALLEY,34.288837,"2975 N SYCAMORE DRSIMI VALLEY, CA",-118.74396,3/31/2017,4/1/2016,,606,1,,2,8.06E+09,50236,CA,,0.25,93065
2070 CLINTON AVENUE,  ,ALAMEDA,ALAMEDA,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,ALAMEDA HOSPITAL,37.76323,"2070 CLINTON AVENUEALAMEDA, CA",-122.253541,3/31/2017,4/1/2016,,213,1,,2,5.11E+09,50211,CA,,0.18,94501
2450 ASHBY AVENUE,  ,BERKELEY,ALAMEDA,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,37.856488,"2450 ASHBY AVENUEBERKELEY, CA",-122.257329,3/31/2017,4/1/2016,,1321,1,,2,5.10E+09,50305,CA,,0.2,94705
39400 PASEO PADRE PKWY,  ,FREMONT,ALAMEDA,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,KAISER FOUNDATION HOSPITAL - FREMONT,37.550913,"39400 PASEO PADRE PKWYFREMONT, CA",-121.975769,3/31/2017,4/1/2016,,678,1,,2,5.11E+09,50512,CA,,0.28,94538
27200 CALAROGA AVE,  ,HAYWARD,ALAMEDA,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,ST ROSE HOSPITAL,37.63291,"27200 CALAROGA AVEHAYWARD, CA",-122.089742,3/31/2017,4/1/2016,,614,1,,2,5.11E+09,50002,CA,,0.22,94545
350 HAWTHORNE AVENUE,  ,OAKLAND,ALAMEDA,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,ALTA BATES SUMMIT MEDICAL CENTER,37.820875,"350 HAWTHORNE AVENUEOAKLAND, CA",-122.263816,3/31/2017,4/1/2016,,1306,1,,2,5.11E+09,50043,CA,,0.23,94609
1411 E 31ST STREET,  ,OAKLAND,ALAMEDA,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,HIGHLAND HOSPITAL,37.799234,"1411 E 31ST STREETOAKLAND, CA",-122.231199,3/31/2017,4/1/2016,,1641,1,,2,5.10E+09,50320,CA,,0.23,94602
275 W MACARTHUR BOULEVARD,  ,OAKLAND,ALAMEDA,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,37.823857,"275 W MACARTHUR BOULEVARDOAKLAND, CA",-122.257589,3/31/2017,4/1/2016,,3853,1,,2,5.11E+09,50075,CA,,0.28,94611
13855 E 14TH STREET,  ,SAN LEANDRO,ALAMEDA,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,SAN LEANDRO HOSPITAL,37.714632,"13855 E 14TH STREETSAN LEANDRO, CA",-122.141973,3/31/2017,4/1/2016,,332,1,,2,5.10E+09,50773,CA,,0.17,94578
2767 OLIVE HIGHWAY,  ,OROVILLE,BUTTE,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,OROVILLE HOSPITAL,39.504535,"2767 OLIVE HIGHWAYOROVILLE, CA",-121.542106,3/31/2017,4/1/2016,,499,1,,2,5.31E+09,50030,CA,,0.26,95966
3901 LONE TREE WAY,  ,ANTIOCH,CONTRA COSTA,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,SUTTER DELTA MEDICAL CENTER,37.982295,"3901 LONE TREE WAYANTIOCH, CA",-121.804681,3/31/2017,4/1/2016,,563,1,,2,9.26E+09,50523,CA,,0.16,94509
2500 ALHAMBRA AVENUE,  ,MARTINEZ,CONTRA COSTA,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,CONTRA COSTA REGIONAL MEDICAL CENTER,38.006467,"2500 ALHAMBRA AVENUEMARTINEZ, CA",-122.130891,3/31/2017,4/1/2016,,804,1,,2,9.25E+09,50276,CA,,0.19,94553
6001 NORRIS CANYON ROAD,  ,SAN RAMON,CONTRA COSTA,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,SAN RAMON REGIONAL MEDICAL CTR,37.775988,"6001 NORRIS CANYON ROADSAN RAMON, CA",-121.959274,3/31/2017,4/1/2016,,493,1,,2,9.25E+09,50689,CA,,0.29,94583
800 E WASHINGTON BLVD,  ,CRESCENT CITY,DEL NORTE,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,SUTTER COAST HOSPITAL,41.772698,"800 E WASHINGTON BLVDCRESCENT CITY, CA",-124.194144,3/31/2017,4/1/2016,,303,1,,2,7.07E+09,50417,CA,,0.19,95531
1303 E HERNDON AVE,  ,FRESNO,FRESNO,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,SAINT AGNES MEDICAL CENTER,36.837102,"1303 E HERNDON AVEFRESNO, CA",-119.765878,3/31/2017,4/1/2016,,1888,1,,2,5.59E+09,50093,CA,,0.22,93710
